produto;marca;loja;data;quantidade;valor
smart TV;LG;Analia Franco;21/4/2023;20;2500.0
smart TV;Samsung;Analia Franco;21/4/2023;2;2879.99
smart TV;LG;Eldorado;21/4/2023;29;2500.0
smart TV;Samsung;Eldorado;21/4/2023;3;2879.99
notebook;Acer;Ibirapuera;21/4/2023;15;3440.78
notebook;Asus;Ibirapuera;21/4/2023;7;3250.87
notebook;Acer;Analia Franco;21/4/2023;16;3440.78
notebook;Asus;Analia Franco;21/4/2023;30;3250.87
notebook;Acer;Eldorado;21/4/2023;1;3440.78
notebook;Asus;Eldorado;21/4/2023;17;3250.87
geladeira;Brastemp;Ibirapuera;21/4/2023;30;4500
geladeira;Electrolux;Ibirapuera;21/4/2023;19;5000
geladeira;Brastemp;Analia Franco;21/4/2023;18;4500
geladeira;Electrolux;Analia Franco;21/4/2023;8;5000
geladeira;Brastemp;Eldorado;21/4/2023;18;4500
geladeira;Electrolux;Eldorado;21/4/2023;11;5000
lavadora;LG;Ibirapuera;21/4/2023;29;3800
lavadora;Brastemp;Ibirapuera;21/4/2023;9;2306
lavadora;LG;Analia Franco;21/4/2023;3;3800
lavadora;Brastemp;Analia Franco;21/4/2023;17;2306
lavadora;LG;Eldorado;21/4/2023;19;3800
lavadora;Brastemp;Eldorado;21/4/2023;6;2306
console;Sony;Ibirapuera;21/4/2023;1;3500
console;Nintendo;Ibirapuera;21/4/2023;22;2000
console;Sony;Analia Franco;21/4/2023;27;3500
console;Nintendo;Analia Franco;21/4/2023;22;2000
console;Sony;Eldorado;21/4/2023;12;3500
console;Nintendo;Eldorado;21/4/2023;12;2000
smartphone;Samsung;Ibirapuera;9/4/2023;5;1879.99
smartphone;Xiaomi;Ibirapuera;9/4/2023;28;1650.48
smartphone;Samsung;Analia Franco;9/4/2023;2;1879.99
smartphone;Xiaomi;Analia Franco;9/4/2023;8;1650.48
smartphone;Samsung;Eldorado;9/4/2023;21;1879.99
smartphone;Xiaomi;Eldorado;9/4/2023;19;1650.48
smart TV;LG;Ibirapuera;9/4/2023;11;2500.0
smart TV;Samsung;Ibirapuera;9/4/2023;13;2879.99
smart TV;LG;Analia Franco;9/4/2023;3;2500.0
smart TV;Samsung;Analia Franco;9/4/2023;13;2879.99
smart TV;LG;Eldorado;9/4/2023;19;2500.0
smart TV;Samsung;Eldorado;9/4/2023;14;2879.99
notebook;Acer;Ibirapuera;9/4/2023;26;3440.78
notebook;Asus;Ibirapuera;9/4/2023;16;3250.87
notebook;Acer;Analia Franco;9/4/2023;1;3440.78
notebook;Asus;Analia Franco;9/4/2023;5;3250.87
notebook;Acer;Eldorado;9/4/2023;6;3440.78
notebook;Asus;Eldorado;9/4/2023;8;3250.87
geladeira;Brastemp;Ibirapuera;9/4/2023;11;4500
geladeira;Electrolux;Ibirapuera;9/4/2023;2;5000
geladeira;Brastemp;Analia Franco;9/4/2023;2;4500
geladeira;Electrolux;Analia Franco;9/4/2023;28;5000
geladeira;Brastemp;Eldorado;9/4/2023;26;4500
geladeira;Electrolux;Eldorado;9/4/2023;29;5000
lavadora;LG;Ibirapuera;9/4/2023;28;3800
lavadora;Brastemp;Ibirapuera;9/4/2023;26;2306
lavadora;LG;Analia Franco;9/4/2023;20;3800
lavadora;Brastemp;Analia Franco;9/4/2023;6;2306
lavadora;LG;Eldorado;9/4/2023;17;3800
lavadora;Brastemp;Eldorado;9/4/2023;20;2306
console;Sony;Ibirapuera;9/4/2023;30;3500
console;Nintendo;Ibirapuera;9/4/2023;30;2000
console;Sony;Analia Franco;9/4/2023;14;3500
console;Nintendo;Analia Franco;9/4/2023;3;2000
console;Sony;Eldorado;9/4/2023;20;3500
console;Nintendo;Eldorado;9/4/2023;17;2000
smartphone;Samsung;Ibirapuera;2/10/2023;21;1879.99
smartphone;Xiaomi;Ibirapuera;2/10/2023;27;1650.48
smartphone;Samsung;Analia Franco;2/10/2023;23;1879.99
smartphone;Xiaomi;Analia Franco;2/10/2023;13;1650.48
smartphone;Samsung;Eldorado;2/10/2023;18;1879.99
smartphone;Xiaomi;Eldorado;2/10/2023;13;1650.48
smart TV;LG;Ibirapuera;2/10/2023;23;2500.0
smart TV;Samsung;Ibirapuera;2/10/2023;24;2879.99
smart TV;LG;Analia Franco;2/10/2023;23;2500.0
smart TV;Samsung;Analia Franco;2/10/2023;15;2879.99
smart TV;LG;Eldorado;2/10/2023;14;2500.0
smart TV;Samsung;Eldorado;2/10/2023;14;2879.99
notebook;Acer;Ibirapuera;2/10/2023;6;3440.78
notebook;Asus;Ibirapuera;2/10/2023;7;3250.87
notebook;Acer;Analia Franco;2/10/2023;30;3440.78
notebook;Asus;Analia Franco;2/10/2023;28;3250.87
notebook;Acer;Eldorado;2/10/2023;15;3440.78
notebook;Asus;Eldorado;2/10/2023;20;3250.87
geladeira;Brastemp;Ibirapuera;2/10/2023;29;4500
geladeira;Electrolux;Ibirapuera;2/10/2023;27;5000
geladeira;Brastemp;Analia Franco;2/10/2023;12;4500
geladeira;Electrolux;Analia Franco;2/10/2023;13;5000
geladeira;Brastemp;Eldorado;2/10/2023;23;4500
geladeira;Electrolux;Eldorado;2/10/2023;20;5000
lavadora;LG;Ibirapuera;2/10/2023;28;3800
lavadora;Brastemp;Ibirapuera;2/10/2023;3;2306
lavadora;LG;Analia Franco;2/10/2023;25;3800
lavadora;Brastemp;Analia Franco;2/10/2023;29;2306
lavadora;LG;Eldorado;2/10/2023;8;3800
lavadora;Brastemp;Eldorado;2/10/2023;17;2306
console;Sony;Ibirapuera;2/10/2023;9;3500
console;Nintendo;Ibirapuera;2/10/2023;6;2000
console;Sony;Analia Franco;2/10/2023;18;3500
console;Nintendo;Analia Franco;2/10/2023;25;2000
console;Sony;Eldorado;2/10/2023;7;3500
console;Nintendo;Eldorado;2/10/2023;29;2000
smartphone;Samsung;Ibirapuera;7/7/2023;2;1879.99
smartphone;Xiaomi;Ibirapuera;7/7/2023;27;1650.48
smartphone;Samsung;Analia Franco;7/7/2023;21;1879.99
smartphone;Xiaomi;Analia Franco;7/7/2023;27;1650.48
smartphone;Samsung;Eldorado;7/7/2023;29;1879.99
smartphone;Xiaomi;Eldorado;7/7/2023;29;1650.48
smart TV;LG;Ibirapuera;7/7/2023;5;2500.0
smart TV;Samsung;Ibirapuera;7/7/2023;24;2879.99
smart TV;LG;Analia Franco;7/7/2023;5;2500.0
smart TV;Samsung;Analia Franco;7/7/2023;2;2879.99
smart TV;LG;Eldorado;7/7/2023;24;2500.0
smart TV;Samsung;Eldorado;7/7/2023;9;2879.99
notebook;Acer;Ibirapuera;7/7/2023;14;3440.78
notebook;Asus;Ibirapuera;7/7/2023;29;3250.87
notebook;Acer;Analia Franco;7/7/2023;3;3440.78
notebook;Asus;Analia Franco;7/7/2023;4;3250.87
notebook;Acer;Eldorado;7/7/2023;10;3440.78
notebook;Asus;Eldorado;7/7/2023;23;3250.87
geladeira;Brastemp;Ibirapuera;7/7/2023;14;4500
geladeira;Electrolux;Ibirapuera;7/7/2023;18;5000
geladeira;Brastemp;Analia Franco;7/7/2023;13;4500
geladeira;Electrolux;Analia Franco;7/7/2023;5;5000
geladeira;Brastemp;Eldorado;7/7/2023;12;4500
geladeira;Electrolux;Eldorado;7/7/2023;2;5000
lavadora;LG;Ibirapuera;7/7/2023;30;3800
lavadora;Brastemp;Ibirapuera;7/7/2023;23;2306
lavadora;LG;Analia Franco;7/7/2023;12;3800
lavadora;Brastemp;Analia Franco;7/7/2023;2;2306
lavadora;LG;Eldorado;7/7/2023;21;3800
lavadora;Brastemp;Eldorado;7/7/2023;10;2306
console;Sony;Ibirapuera;7/7/2023;14;3500
console;Nintendo;Ibirapuera;7/7/2023;3;2000
console;Sony;Analia Franco;7/7/2023;5;3500
console;Nintendo;Analia Franco;7/7/2023;3;2000
console;Sony;Eldorado;7/7/2023;3;3500
console;Nintendo;Eldorado;7/7/2023;22;2000
smartphone;Samsung;Ibirapuera;21/7/2023;22;1879.99
smartphone;Xiaomi;Ibirapuera;21/7/2023;24;1650.48
smartphone;Samsung;Analia Franco;21/7/2023;26;1879.99
smartphone;Xiaomi;Analia Franco;21/7/2023;20;1650.48
smartphone;Samsung;Eldorado;21/7/2023;4;1879.99
smartphone;Xiaomi;Eldorado;21/7/2023;7;1650.48
smart TV;LG;Ibirapuera;21/7/2023;7;2500.0
smart TV;Samsung;Ibirapuera;21/7/2023;21;2879.99
smart TV;LG;Analia Franco;21/7/2023;1;2500.0
smart TV;Samsung;Analia Franco;21/7/2023;6;2879.99
smart TV;LG;Eldorado;21/7/2023;16;2500.0
smart TV;Samsung;Eldorado;21/7/2023;13;2879.99
notebook;Acer;Ibirapuera;21/7/2023;3;3440.78
notebook;Asus;Ibirapuera;21/7/2023;16;3250.87
notebook;Acer;Analia Franco;21/7/2023;22;3440.78
notebook;Asus;Analia Franco;21/7/2023;26;3250.87
notebook;Acer;Eldorado;21/7/2023;15;3440.78
notebook;Asus;Eldorado;21/7/2023;12;3250.87
geladeira;Brastemp;Ibirapuera;21/7/2023;22;4500
geladeira;Electrolux;Ibirapuera;21/7/2023;4;5000
geladeira;Brastemp;Analia Franco;21/7/2023;19;4500
geladeira;Electrolux;Analia Franco;21/7/2023;13;5000
geladeira;Brastemp;Eldorado;21/7/2023;4;4500
geladeira;Electrolux;Eldorado;21/7/2023;29;5000
lavadora;LG;Ibirapuera;21/7/2023;23;3800
lavadora;Brastemp;Ibirapuera;21/7/2023;13;2306
lavadora;LG;Analia Franco;21/7/2023;16;3800
lavadora;Brastemp;Analia Franco;21/7/2023;26;2306
lavadora;LG;Eldorado;21/7/2023;8;3800
lavadora;Brastemp;Eldorado;21/7/2023;1;2306
console;Sony;Ibirapuera;21/7/2023;21;3500
console;Nintendo;Ibirapuera;21/7/2023;7;2000
console;Sony;Analia Franco;21/7/2023;16;3500
console;Nintendo;Analia Franco;21/7/2023;13;2000
console;Sony;Eldorado;21/7/2023;28;3500
console;Nintendo;Eldorado;21/7/2023;3;2000
smartphone;Samsung;Ibirapuera;15/10/2023;21;1879.99
smartphone;Xiaomi;Ibirapuera;15/10/2023;6;1650.48
smartphone;Samsung;Analia Franco;15/10/2023;11;1879.99
smartphone;Xiaomi;Analia Franco;15/10/2023;4;1650.48
smartphone;Samsung;Eldorado;15/10/2023;18;1879.99
smartphone;Xiaomi;Eldorado;15/10/2023;25;1650.48
smart TV;LG;Ibirapuera;15/10/2023;18;2500.0
smart TV;Samsung;Ibirapuera;15/10/2023;18;2879.99
smart TV;LG;Analia Franco;15/10/2023;16;2500.0
smart TV;Samsung;Analia Franco;15/10/2023;22;2879.99
smart TV;LG;Eldorado;15/10/2023;9;2500.0
smart TV;Samsung;Eldorado;15/10/2023;14;2879.99
notebook;Acer;Ibirapuera;15/10/2023;8;3440.78
notebook;Asus;Ibirapuera;15/10/2023;19;3250.87
notebook;Acer;Analia Franco;15/10/2023;27;3440.78
notebook;Asus;Analia Franco;15/10/2023;28;3250.87
notebook;Acer;Eldorado;15/10/2023;28;3440.78
notebook;Asus;Eldorado;15/10/2023;11;3250.87
geladeira;Brastemp;Ibirapuera;15/10/2023;29;4500
geladeira;Electrolux;Ibirapuera;15/10/2023;29;5000
geladeira;Brastemp;Analia Franco;15/10/2023;20;4500
geladeira;Electrolux;Analia Franco;15/10/2023;28;5000
geladeira;Brastemp;Eldorado;15/10/2023;4;4500
geladeira;Electrolux;Eldorado;15/10/2023;26;5000
lavadora;LG;Ibirapuera;15/10/2023;27;3800
lavadora;Brastemp;Ibirapuera;15/10/2023;3;2306
lavadora;LG;Analia Franco;15/10/2023;5;3800
lavadora;Brastemp;Analia Franco;15/10/2023;1;2306
lavadora;LG;Eldorado;15/10/2023;21;3800
lavadora;Brastemp;Eldorado;15/10/2023;21;2306
console;Sony;Ibirapuera;15/10/2023;14;3500
console;Nintendo;Ibirapuera;15/10/2023;25;2000
console;Sony;Analia Franco;15/10/2023;27;3500
console;Nintendo;Analia Franco;15/10/2023;3;2000
console;Sony;Eldorado;15/10/2023;21;3500
console;Nintendo;Eldorado;15/10/2023;23;2000
smartphone;Samsung;Ibirapuera;24/2/2023;6;1879.99
smartphone;Xiaomi;Ibirapuera;24/2/2023;9;1650.48
smartphone;Samsung;Analia Franco;24/2/2023;15;1879.99
smartphone;Xiaomi;Analia Franco;24/2/2023;19;1650.48
smartphone;Samsung;Eldorado;24/2/2023;30;1879.99
smartphone;Xiaomi;Eldorado;24/2/2023;21;1650.48
smart TV;LG;Ibirapuera;24/2/2023;11;2500.0
smart TV;Samsung;Ibirapuera;24/2/2023;9;2879.99
smart TV;LG;Analia Franco;24/2/2023;20;2500.0
smart TV;Samsung;Analia Franco;24/2/2023;4;2879.99
smart TV;LG;Eldorado;24/2/2023;12;2500.0
smart TV;Samsung;Eldorado;24/2/2023;4;2879.99
notebook;Acer;Ibirapuera;24/2/2023;19;3440.78
notebook;Asus;Ibirapuera;24/2/2023;28;3250.87
notebook;Acer;Analia Franco;24/2/2023;10;3440.78
notebook;Asus;Analia Franco;24/2/2023;9;3250.87
notebook;Acer;Eldorado;24/2/2023;10;3440.78
notebook;Asus;Eldorado;24/2/2023;21;3250.87
geladeira;Brastemp;Ibirapuera;24/2/2023;28;4500
geladeira;Electrolux;Ibirapuera;24/2/2023;4;5000
geladeira;Brastemp;Analia Franco;24/2/2023;11;4500
geladeira;Electrolux;Analia Franco;24/2/2023;28;5000
geladeira;Brastemp;Eldorado;24/2/2023;12;4500
geladeira;Electrolux;Eldorado;24/2/2023;17;5000
lavadora;LG;Ibirapuera;24/2/2023;28;3800
lavadora;Brastemp;Ibirapuera;24/2/2023;24;2306
lavadora;LG;Analia Franco;24/2/2023;29;3800
lavadora;Brastemp;Analia Franco;24/2/2023;15;2306
lavadora;LG;Eldorado;24/2/2023;21;3800
lavadora;Brastemp;Eldorado;24/2/2023;9;2306
console;Sony;Ibirapuera;24/2/2023;11;3500
console;Nintendo;Ibirapuera;24/2/2023;24;2000
console;Sony;Analia Franco;24/2/2023;30;3500
console;Nintendo;Analia Franco;24/2/2023;29;2000
console;Sony;Eldorado;24/2/2023;8;3500
console;Nintendo;Eldorado;24/2/2023;4;2000
smartphone;Samsung;Ibirapuera;19/7/2023;25;1879.99
smartphone;Xiaomi;Ibirapuera;19/7/2023;9;1650.48
smartphone;Samsung;Analia Franco;19/7/2023;15;1879.99
smartphone;Xiaomi;Analia Franco;19/7/2023;3;1650.48
smartphone;Samsung;Eldorado;19/7/2023;18;1879.99
smartphone;Xiaomi;Eldorado;19/7/2023;24;1650.48
smart TV;LG;Ibirapuera;19/7/2023;6;2500.0
smart TV;Samsung;Ibirapuera;19/7/2023;12;2879.99
smart TV;LG;Analia Franco;19/7/2023;2;2500.0
smart TV;Samsung;Analia Franco;19/7/2023;29;2879.99
smart TV;LG;Eldorado;19/7/2023;7;2500.0
smart TV;Samsung;Eldorado;19/7/2023;6;2879.99
notebook;Acer;Ibirapuera;19/7/2023;4;3440.78
notebook;Asus;Ibirapuera;19/7/2023;22;3250.87
notebook;Acer;Analia Franco;19/7/2023;22;3440.78
notebook;Asus;Analia Franco;19/7/2023;17;3250.87
notebook;Acer;Eldorado;19/7/2023;1;3440.78
notebook;Asus;Eldorado;19/7/2023;25;3250.87
geladeira;Brastemp;Ibirapuera;19/7/2023;23;4500
geladeira;Electrolux;Ibirapuera;19/7/2023;30;5000
geladeira;Brastemp;Analia Franco;19/7/2023;2;4500
geladeira;Electrolux;Analia Franco;19/7/2023;22;5000
geladeira;Brastemp;Eldorado;19/7/2023;1;4500
geladeira;Electrolux;Eldorado;19/7/2023;2;5000
lavadora;LG;Ibirapuera;19/7/2023;16;3800
lavadora;Brastemp;Ibirapuera;19/7/2023;15;2306
lavadora;LG;Analia Franco;19/7/2023;12;3800
lavadora;Brastemp;Analia Franco;19/7/2023;16;2306
lavadora;LG;Eldorado;19/7/2023;30;3800
lavadora;Brastemp;Eldorado;19/7/2023;9;2306
console;Sony;Ibirapuera;19/7/2023;25;3500
console;Nintendo;Ibirapuera;19/7/2023;1;2000
console;Sony;Analia Franco;19/7/2023;27;3500
console;Nintendo;Analia Franco;19/7/2023;6;2000
console;Sony;Eldorado;19/7/2023;27;3500
console;Nintendo;Eldorado;19/7/2023;19;2000
smartphone;Samsung;Ibirapuera;29/10/2023;19;1879.99
smartphone;Xiaomi;Ibirapuera;29/10/2023;20;1650.48
smartphone;Samsung;Analia Franco;29/10/2023;10;1879.99
smartphone;Xiaomi;Analia Franco;29/10/2023;25;1650.48
smartphone;Samsung;Eldorado;29/10/2023;25;1879.99
smartphone;Xiaomi;Eldorado;29/10/2023;30;1650.48
smart TV;LG;Ibirapuera;29/10/2023;5;2500.0
smart TV;Samsung;Ibirapuera;29/10/2023;27;2879.99
smart TV;LG;Analia Franco;29/10/2023;29;2500.0
smart TV;Samsung;Analia Franco;29/10/2023;12;2879.99
smart TV;LG;Eldorado;29/10/2023;4;2500.0
smart TV;Samsung;Eldorado;29/10/2023;11;2879.99
notebook;Acer;Ibirapuera;29/10/2023;25;3440.78
notebook;Asus;Ibirapuera;29/10/2023;1;3250.87
notebook;Acer;Analia Franco;29/10/2023;26;3440.78
notebook;Asus;Analia Franco;29/10/2023;23;3250.87
notebook;Acer;Eldorado;29/10/2023;28;3440.78
notebook;Asus;Eldorado;29/10/2023;12;3250.87
geladeira;Brastemp;Ibirapuera;29/10/2023;5;4500
geladeira;Electrolux;Ibirapuera;29/10/2023;20;5000
geladeira;Brastemp;Analia Franco;29/10/2023;15;4500
geladeira;Electrolux;Analia Franco;29/10/2023;16;5000
geladeira;Brastemp;Eldorado;29/10/2023;9;4500
geladeira;Electrolux;Eldorado;29/10/2023;6;5000
lavadora;LG;Ibirapuera;29/10/2023;21;3800
lavadora;Brastemp;Ibirapuera;29/10/2023;23;2306
lavadora;LG;Analia Franco;29/10/2023;19;3800
lavadora;Brastemp;Analia Franco;29/10/2023;18;2306
lavadora;LG;Eldorado;29/10/2023;13;3800
lavadora;Brastemp;Eldorado;29/10/2023;4;2306
console;Sony;Ibirapuera;29/10/2023;29;3500
console;Nintendo;Ibirapuera;29/10/2023;16;2000
console;Sony;Analia Franco;29/10/2023;13;3500
console;Nintendo;Analia Franco;29/10/2023;29;2000
console;Sony;Eldorado;29/10/2023;15;3500
console;Nintendo;Eldorado;29/10/2023;17;2000
smartphone;Samsung;Ibirapuera;7/4/2023;24;1879.99
smartphone;Xiaomi;Ibirapuera;7/4/2023;13;1650.48
smartphone;Samsung;Analia Franco;7/4/2023;12;1879.99
smartphone;Xiaomi;Analia Franco;7/4/2023;5;1650.48
smartphone;Samsung;Eldorado;7/4/2023;8;1879.99
smartphone;Xiaomi;Eldorado;7/4/2023;22;1650.48
smart TV;LG;Ibirapuera;7/4/2023;8;2500.0
smart TV;Samsung;Ibirapuera;7/4/2023;13;2879.99
smart TV;LG;Analia Franco;7/4/2023;9;2500.0
smart TV;Samsung;Analia Franco;7/4/2023;22;2879.99
smart TV;LG;Eldorado;7/4/2023;11;2500.0
smart TV;Samsung;Eldorado;7/4/2023;16;2879.99
notebook;Acer;Ibirapuera;7/4/2023;6;3440.78
notebook;Asus;Ibirapuera;7/4/2023;30;3250.87
notebook;Acer;Analia Franco;7/4/2023;23;3440.78
notebook;Asus;Analia Franco;7/4/2023;16;3250.87
notebook;Acer;Eldorado;7/4/2023;25;3440.78
notebook;Asus;Eldorado;7/4/2023;27;3250.87
geladeira;Brastemp;Ibirapuera;7/4/2023;12;4500
geladeira;Electrolux;Ibirapuera;7/4/2023;10;5000
geladeira;Brastemp;Analia Franco;7/4/2023;4;4500
geladeira;Electrolux;Analia Franco;7/4/2023;16;5000
geladeira;Brastemp;Eldorado;7/4/2023;17;4500
geladeira;Electrolux;Eldorado;7/4/2023;4;5000
lavadora;LG;Ibirapuera;7/4/2023;11;3800
lavadora;Brastemp;Ibirapuera;7/4/2023;28;2306
lavadora;LG;Analia Franco;7/4/2023;8;3800
lavadora;Brastemp;Analia Franco;7/4/2023;25;2306
lavadora;LG;Eldorado;7/4/2023;6;3800
lavadora;Brastemp;Eldorado;7/4/2023;30;2306
console;Sony;Ibirapuera;7/4/2023;17;3500
console;Nintendo;Ibirapuera;7/4/2023;13;2000
console;Sony;Analia Franco;7/4/2023;30;3500
console;Nintendo;Analia Franco;7/4/2023;6;2000
console;Sony;Eldorado;7/4/2023;1;3500
console;Nintendo;Eldorado;7/4/2023;10;2000
smartphone;Samsung;Ibirapuera;17/12/2023;2;1879.99
smartphone;Xiaomi;Ibirapuera;17/12/2023;25;1650.48
smartphone;Samsung;Analia Franco;17/12/2023;15;1879.99
smartphone;Xiaomi;Analia Franco;17/12/2023;26;1650.48
smartphone;Samsung;Eldorado;17/12/2023;21;1879.99
smartphone;Xiaomi;Eldorado;17/12/2023;7;1650.48
smart TV;LG;Ibirapuera;17/12/2023;26;2500.0
smart TV;Samsung;Ibirapuera;17/12/2023;24;2879.99
smart TV;LG;Analia Franco;17/12/2023;19;2500.0
smart TV;Samsung;Analia Franco;17/12/2023;5;2879.99
smart TV;LG;Eldorado;17/12/2023;26;2500.0
smart TV;Samsung;Eldorado;17/12/2023;17;2879.99
notebook;Acer;Ibirapuera;17/12/2023;20;3440.78
notebook;Asus;Ibirapuera;17/12/2023;25;3250.87
notebook;Acer;Analia Franco;17/12/2023;21;3440.78
notebook;Asus;Analia Franco;17/12/2023;14;3250.87
notebook;Acer;Eldorado;17/12/2023;28;3440.78
notebook;Asus;Eldorado;17/12/2023;10;3250.87
geladeira;Brastemp;Ibirapuera;17/12/2023;7;4500
geladeira;Electrolux;Ibirapuera;17/12/2023;12;5000
geladeira;Brastemp;Analia Franco;17/12/2023;17;4500
geladeira;Electrolux;Analia Franco;17/12/2023;1;5000
geladeira;Brastemp;Eldorado;17/12/2023;13;4500
geladeira;Electrolux;Eldorado;17/12/2023;25;5000
lavadora;LG;Ibirapuera;17/12/2023;30;3800
lavadora;Brastemp;Ibirapuera;17/12/2023;27;2306
lavadora;LG;Analia Franco;17/12/2023;27;3800
lavadora;Brastemp;Analia Franco;17/12/2023;22;2306
lavadora;LG;Eldorado;17/12/2023;26;3800
lavadora;Brastemp;Eldorado;17/12/2023;6;2306
console;Sony;Ibirapuera;17/12/2023;6;3500
console;Nintendo;Ibirapuera;17/12/2023;4;2000
console;Sony;Analia Franco;17/12/2023;8;3500
console;Nintendo;Analia Franco;17/12/2023;20;2000
console;Sony;Eldorado;17/12/2023;3;3500
console;Nintendo;Eldorado;17/12/2023;16;2000
smartphone;Samsung;Ibirapuera;24/9/2023;10;1879.99
smartphone;Xiaomi;Ibirapuera;24/9/2023;11;1650.48
smartphone;Samsung;Analia Franco;24/9/2023;1;1879.99
smartphone;Xiaomi;Analia Franco;24/9/2023;20;1650.48
smartphone;Samsung;Eldorado;24/9/2023;4;1879.99
smartphone;Xiaomi;Eldorado;24/9/2023;24;1650.48
smart TV;LG;Ibirapuera;24/9/2023;16;2500.0
smart TV;Samsung;Ibirapuera;24/9/2023;1;2879.99
smart TV;LG;Analia Franco;24/9/2023;26;2500.0
smart TV;Samsung;Analia Franco;24/9/2023;14;2879.99
smart TV;LG;Eldorado;24/9/2023;9;2500.0
smart TV;Samsung;Eldorado;24/9/2023;17;2879.99
notebook;Acer;Ibirapuera;24/9/2023;26;3440.78
notebook;Asus;Ibirapuera;24/9/2023;27;3250.87
notebook;Acer;Analia Franco;24/9/2023;22;3440.78
notebook;Asus;Analia Franco;24/9/2023;9;3250.87
notebook;Acer;Eldorado;24/9/2023;28;3440.78
notebook;Asus;Eldorado;24/9/2023;4;3250.87
geladeira;Brastemp;Ibirapuera;24/9/2023;11;4500
geladeira;Electrolux;Ibirapuera;24/9/2023;29;5000
geladeira;Brastemp;Analia Franco;24/9/2023;8;4500
geladeira;Electrolux;Analia Franco;24/9/2023;8;5000
geladeira;Brastemp;Eldorado;24/9/2023;2;4500
geladeira;Electrolux;Eldorado;24/9/2023;22;5000
lavadora;LG;Ibirapuera;24/9/2023;25;3800
lavadora;Brastemp;Ibirapuera;24/9/2023;21;2306
lavadora;LG;Analia Franco;24/9/2023;18;3800
lavadora;Brastemp;Analia Franco;24/9/2023;1;2306
lavadora;LG;Eldorado;24/9/2023;1;3800
lavadora;Brastemp;Eldorado;24/9/2023;4;2306
console;Sony;Ibirapuera;24/9/2023;28;3500
console;Nintendo;Ibirapuera;24/9/2023;22;2000
console;Sony;Analia Franco;24/9/2023;15;3500
console;Nintendo;Analia Franco;24/9/2023;30;2000
console;Sony;Eldorado;24/9/2023;22;3500
console;Nintendo;Eldorado;24/9/2023;13;2000
smartphone;Samsung;Ibirapuera;20/6/2023;30;1879.99
smartphone;Xiaomi;Ibirapuera;20/6/2023;19;1650.48
smartphone;Samsung;Analia Franco;20/6/2023;19;1879.99
smartphone;Xiaomi;Analia Franco;20/6/2023;21;1650.48
smartphone;Samsung;Eldorado;20/6/2023;27;1879.99
smartphone;Xiaomi;Eldorado;20/6/2023;19;1650.48
smart TV;LG;Ibirapuera;20/6/2023;22;2500.0
smart TV;Samsung;Ibirapuera;20/6/2023;4;2879.99
smart TV;LG;Analia Franco;20/6/2023;4;2500.0
smart TV;Samsung;Analia Franco;20/6/2023;12;2879.99
smart TV;LG;Eldorado;20/6/2023;6;2500.0
smart TV;Samsung;Eldorado;20/6/2023;10;2879.99
notebook;Acer;Ibirapuera;20/6/2023;29;3440.78
notebook;Asus;Ibirapuera;20/6/2023;12;3250.87
notebook;Acer;Analia Franco;20/6/2023;16;3440.78
notebook;Asus;Analia Franco;20/6/2023;30;3250.87
notebook;Acer;Eldorado;20/6/2023;13;3440.78
notebook;Asus;Eldorado;20/6/2023;12;3250.87
geladeira;Brastemp;Ibirapuera;20/6/2023;22;4500
geladeira;Electrolux;Ibirapuera;20/6/2023;3;5000
geladeira;Brastemp;Analia Franco;20/6/2023;8;4500
geladeira;Electrolux;Analia Franco;20/6/2023;16;5000
geladeira;Brastemp;Eldorado;20/6/2023;3;4500
geladeira;Electrolux;Eldorado;20/6/2023;17;5000
lavadora;LG;Ibirapuera;20/6/2023;17;3800
lavadora;Brastemp;Ibirapuera;20/6/2023;13;2306
lavadora;LG;Analia Franco;20/6/2023;9;3800
lavadora;Brastemp;Analia Franco;20/6/2023;21;2306
lavadora;LG;Eldorado;20/6/2023;15;3800
lavadora;Brastemp;Eldorado;20/6/2023;10;2306
console;Sony;Ibirapuera;20/6/2023;14;3500
console;Nintendo;Ibirapuera;20/6/2023;7;2000
console;Sony;Analia Franco;20/6/2023;28;3500
console;Nintendo;Analia Franco;20/6/2023;5;2000
console;Sony;Eldorado;20/6/2023;25;3500
console;Nintendo;Eldorado;20/6/2023;7;2000
smartphone;Samsung;Ibirapuera;18/7/2023;22;1879.99
smartphone;Xiaomi;Ibirapuera;18/7/2023;3;1650.48
smartphone;Samsung;Analia Franco;18/7/2023;18;1879.99
smartphone;Xiaomi;Analia Franco;18/7/2023;13;1650.48
smartphone;Samsung;Eldorado;18/7/2023;30;1879.99
smartphone;Xiaomi;Eldorado;18/7/2023;9;1650.48
smart TV;LG;Ibirapuera;18/7/2023;12;2500.0
smart TV;Samsung;Ibirapuera;18/7/2023;27;2879.99
smart TV;LG;Analia Franco;18/7/2023;1;2500.0
smart TV;Samsung;Analia Franco;18/7/2023;1;2879.99
smart TV;LG;Eldorado;18/7/2023;7;2500.0
smart TV;Samsung;Eldorado;18/7/2023;12;2879.99
notebook;Acer;Ibirapuera;18/7/2023;12;3440.78
notebook;Asus;Ibirapuera;18/7/2023;22;3250.87
notebook;Acer;Analia Franco;18/7/2023;1;3440.78
notebook;Asus;Analia Franco;18/7/2023;16;3250.87
notebook;Acer;Eldorado;18/7/2023;22;3440.78
notebook;Asus;Eldorado;18/7/2023;14;3250.87
